what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433633431403
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1433633438133
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1433633438702
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1433633448514
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1433633455079
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433633459869
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433633484116
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433633490320
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433633491883
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433633492437
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433633497620
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433633501761
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1433633508787
started,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.tasks",1433633509053
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433633509643
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433633636463
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1433633671398
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433633673542
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433633676801
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433633680315
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433633692427
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433633696636
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433633699555
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433633709241
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433633715020
