what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1433634516732
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433634519828
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433634521525
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1433634531371
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433634532771
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1433634533976
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1433634538851
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433634542654
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433634560045
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433634562538
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433634563203
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1433634568052
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1433634569727
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433634577428
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433634597445
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1433634602934
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1433634610957
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433634614679
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433634614864
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1433634621861
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433634625624
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433634625802
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1433634633316
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1433634633460
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433634638147
