what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632330504
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632343912
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1433632345245
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632359061
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632362364
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1433632364341
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1433632364485
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433632376480
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632378127
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632378705
activated,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1433632378716
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433632391182
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632401611
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632404186
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1433632415885
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632420017
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632423676
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632425773
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632487346
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433632495925
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1433632499708
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632501122
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433632509573
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433632513556
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433632514196
